Sort,SampleSite_ID,SamplePoint_ID,SampleLayer_ID,ApproximateAddress,Sample_Layer,Soil_Series_Type,MapUnit,MapUnitName,MU_Key,SSURGO_AreaSymbol,Surface_Subsurface,UpperDepth_cm,LowerDepth_cm,Surface_Texture,Saturated_HC_DR_cmhr,Saturated_HC_DR_SE_cmhr,n_HC_DR_Measurments,Sum_HC_DR_Measurments,Saturated_HC_DR_IgnoresInfiniteValues_YN,Saturated_HC_DR_Infinite,Saturated_HC_TR_cmhr,Saturated_HC_TR_SE_cmhr,n_Tall_DR_Measurements ,Saturated_HC_SR_cmhr,Saturated_HC_SR_Infinite,Saturated_HC_SR_SE_cmhr,n_Short_DR_Measurements,Saturated_HC_SR_IgnoresInfiniteValues_YN,Unsaturated_K2cm_cmhr,Unsaturated_K2cm_SE_cmhr,Unsaturated_K2cm_STDEV_cmhr,Surface_Notes,Tenth_bar_H2O,Third_bar_H2O,Fifteen_bar_H2O,,,
5869,PS6,PP9,PS6PP9L1_R,"1105 North 68th Street, Scottsdale, AZ 85254",1,Reference,50,"Estrella loams (Type 1, 45%)",53085,az645,Surface,0,53,,,,,,,,,,,0.9,,,,,,,,,,25.9,10.2,,,
5870,PS6,PP9,PS6PP9L1_R,"1105 North 68th Street, Scottsdale, AZ 85254",1,Reference,50,"Estrella loams (Type 1, 45%)",53085,az645,Surface,0,53,,,,,,,,,,,0.9,,,,,,,,,,25.9,10.2,,,
5875,PS7,PP10,PS7PP10L1_R,"8400 East Thunderbird Road, Scottsdale, AZ 85260",1,Reference,55,"Gilman loams (Type 1, 40%)",53092,az645,Surface,0,13,,,,,,,,,,,0.3,,,,,,,,,,27.7,12.5,,,
5876,PS7,PP10,PS7PP10L1_R,"8400 East Thunderbird Road, Scottsdale, AZ 85260",1,Reference,55,"Gilman loams (Type 1, 40%)",53092,az645,Surface,0,13,,,,,,,,,,,0.3,,,,,,,,,,28.4,13.5,,,
5881,PS7,PP11,PS7PP11L1_R,"8400 East Thunderbird Road, Scottsdale, AZ 85260",1,Reference,55,"Gilman loams (Type 1, 40%)",53092,az645,Surface,0,13,,,,,,,,,,,0.3,,,,,,,,,,27.7,12.5,,,
5882,PS7,PP11,PS7PP11L1_R,"8400 East Thunderbird Road, Scottsdale, AZ 85260",1,Reference,55,"Gilman loams (Type 1, 40%)",53092,az645,Surface,0,13,,,,,,,,,,,0.3,,,,,,,,,,28.4,13.5,,,
5887,PS7Biofilm,PP21,PS7BiofilmPP21L1_R,"8400 East Thunderbird Road, Scottsdale, AZ 85260",1,Reference,No Data Phoe,No Data Phoe,No Data Phoe,,Surface,,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,PS9,PP12,PS9PP12L1_R,"Luter Lane, Apache Junction, AZ 85120",1,Reference,98,"Pinamt-Tremant complex, 1 to 10 percent slopes",53187,az645,Surface,0,13,,,,,,,,,,,0.9,,,,,,,,,,18.1,6,,,
5891,PS10,PP13,PS10PP13L1_R,"White Tank Mountain Road, Waddell, AZ 85355",1,Reference,EPD,"Ebon-Pinamt complex, 0 to 10 percent slopes",53328,az651,Surface,0,5,,,,,,,,,,,0.091,,,,,,,,,,9,4.1,,,
5895,CIS1,CIP1,CIS1CIP1L1_R,2063 Queen City Ave,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
5899,CIS1,CIP2,CIS1CIP2L1_R,2063 Queen City Ave,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
5903,CIS2,CIP3,CIS2CIP3L1_R,1925 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5907,CIS2,CIP4,CIS2CIP4L1_R,1925 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5911,CIS3,CIP5,CIS3CIP5L1_R,1911 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5915,CIS3,CIP6,CIS3CIP6L1_R,1911 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5919,CIS4,CIP7,CIS4CIP7L1_R,1789 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5923,CIS4,CIP8,CIS4CIP8L1_R,1789 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5927,CIS5,CIP9,CIS5CIP9L1_R,1773 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5931,CIS5,CIP10,CIS5CIP10L1_R,1773 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5935,CIS6,CIP11,CIS6CIP11L1_R,1464 Harrison Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5939,CIS6,CIP12,CIS6CIP12L1_R,1464 Harrison Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5943,CIS7,CIP13,CIS7CIP13L1_R,1563 Harrison Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5947,CIS7,CIP14,CIS7CIP14L1_R,1563 Harrison Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5951,CIS8,CIP15,CIS8CIP15L1_R,2465 Beekman St,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5955,CIS8,CIP16,CIS8CIP16L1_R,2465 Beekman St,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5959,CIS9,CIP17,CIS9CIP17L1_R,2097 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5963,CIS9,CIP18,CIS9CIP18L1_R,2097 Queen City Ave,1,Reference,UARXC,"Urban Land-Alfic Udarents-Martinsville complex, 0 to 12 percent slopes.",2652884,oh061,Surface,0,23,,,,,,,,,,,0.917,,,,,,,,,,24.7,9.3,,,
5967,CIS10,CIP19,CIS10CIP19L1_R,1655 Ross Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
5971,CIS10,CIP20,CIS10CIP20L1_R,1655 Ross Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
5975,CIS10,CIP21,CIS10CIP21L1_R,1655 Ross Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
5979,CIS11,CIP22,CIS11CIP22L1_R,2457 Beekman St,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
5983,CIS11,CIP23,CIS11CIP23L1_R,2457 Beekman St,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
5987,CIS12,CIP24,CIS12CIP24L1_R,1515 Fairmount Ave,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
5991,CIS12,CIP25,CIS12CIP25L1_R,1515 Fairmount Ave,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
5995,CIS13,CIP26,CIS13CIP26L1_R,2195 Harrison Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
5998,CIS13,CIP27,CIS13CIP27L1_R,2195 Harrison Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6001,CIS14,CIP28,CIS14CIP28L1_R,2488 Seegar Ave,1,Reference,UAEXF,"Urban Land-Alfic Udarents-Eden complex, 25 to 60 percent slopes.",2652877,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,27.4,20.8,,,
6005,CIS14,CIP29,CIS14CIP29L1_R,2488 Seegar Ave,1,Reference,UAEXF,"Urban Land-Alfic Udarents-Eden complex, 25 to 60 percent slopes.",2652877,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,27.4,20.8,,,
6009,CIS15,CIP30,CIS15CIP30L1_R,1561 Knox St,1,Reference,UAEXF,"Urban Land-Alfic Udarents-Eden complex, 25 to 60 percent slopes.",2652877,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,27.4,20.8,,,
6013,CIS15,CIP31,CIS15CIP31L1_R,1561 Knox St,1,Reference,UAEXF,"Urban Land-Alfic Udarents-Eden complex, 25 to 60 percent slopes.",2652877,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,27.4,20.8,,,
6017,CIS16,CIP32,CIS16CIP32L1_R,2611 Beekman St,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6021,CIS16,CIP33,CIS16CIP33L1_R,2611 Beekman St,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6025,CIS17,CIP34,CIS17CIP34L1_R,2176 Selim Ave,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6029,CIS17,CIP35,CIS17CIP35L1_R,2176 Selim Ave,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6033,CIS18,CIP36,CIS18CIP36L1_R,1653 Tremont St,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6037,CIS18,CIP37,CIS18CIP37L1_R,1653 Tremont St,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6041,CIS19,CIP38,CIS19CIP38L1_R,3115 W. Liberty St,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6045,CIS19,CIP39,CIS19CIP39L1_R,3115 W. Liberty St,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6049,CIS20,CIP40,CIS20CIP40L1_R,1122 Mansion Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6053,CIS20,CIP41,CIS20CIP41L1_R,1122 Mansion Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6057,CIS21,CIP42,CIS21CIP42L1_R,2208 Quebec Rd,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6061,CIS21,CIP43,CIS21CIP43L1_R,2208 Quebec Rd,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6065,CIS22,CIP44,CIS22CIP44L1_R,1798 Esmonde St,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6069,CIS22,CIP45,CIS22CIP45L1_R,1798 Esmonde St,1,Reference,UATXD,"Urban land-Alfic Udarents-Pate complex, 12 to 25 percent slopes",2652891,oh061,Surface,0,25,,,,,,,,,,,0.282,,,,,,,,,,31.4,21.2,,,
6073,CIS23,CIP46,CIS23CIP46L1_R,1520 Beech Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6077,CIS23,CIP47,CIS23CIP47L1_R,1520 Beech Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6081,CIS24,CIP48,CIS24CIP48L1_R,3628 Laclede Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6085,CIS24,CIP49,CIS24CIP49L1_R,3628 Laclede Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6089,CIS25,CIP50,CIS25CIP50L1_R,3600 Mayfield Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6093,CIS25,CIP51,CIS25CIP51L1_R,3600 Mayfield Ave,1,Reference,UASXC,"Urban Land-Alfic Udarents-Switzerland complex, 0 to 12 percent slopes",2652896,oh061,Surface,0,18,,,,,,,,,,,0.917,,,,,,,,,,29.6,15.2,,,
6097,CIS26,CIP52,CIS26CIP52L1_R,3600 Mayfield Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6100,CIS26,CIP53,CIS26CIP53L1_R,3600 Mayfield Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6103,CIS27,CIP54,CIS27CIP54L1_R,3600 Mayfield Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6106,CIS27,CIP55,CIS27CIP55L1_R,3600 Mayfield Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6109,CIS28,CIP56,CIS28CIP56L1_R,3201 Glenway Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6112,CIS28,CIP57,CIS28CIP57L1_R,3201 Glenway Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6115,CIS28,CIP58,CIS28CIP58L1_R,3201 Glenway Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6118,CIS29,CIP59,CIS29CIP59L1_R,3201 Glenway Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6121,CIS29,CIP60,CIS29CIP60L1_R,3201 Glenway Ave,1,Reference,UAAXC,"Urban Land-Alfic Udarents-Ava complex, 0 to 12 percent slopes.",2652867,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,29.8,15.5,,,
6124,CIS30,CIP61,CIS30CIP61L1_R,4450 Rapid Run Rd,1,Reference,EcE,"Eden silty clay loam, 25 to 40 percent slopes.",169385,oh061,Surface,0,13,,,,,,,,,,,0.233,,,,,,,,,,31.8,22,,,
6127,CIS30,CIP62,CIS30CIP62L1_R,4450 Rapid Run Rd,1,Reference,EcE,"Eden silty clay loam, 25 to 40 percent slopes.",169385,oh061,Surface,0,13,,,,,,,,,,,0.233,,,,,,,,,,31.8,22,,,
6130,CIS31,CIP63,CIS31CIP63L1_R,4450 Rapid Run Rd,1,Reference,EcE,"Eden silty clay loam, 25 to 40 percent slopes.",169385,oh061,Surface,0,13,,,,,,,,,,,0.233,,,,,,,,,,31.8,22,,,
6133,CIS31,CIP64,CIS31CIP64L1_R,4450 Rapid Run Rd,1,Reference,EcE,"Eden silty clay loam, 25 to 40 percent slopes.",169385,oh061,Surface,0,13,,,,,,,,,,,0.233,,,,,,,,,,31.8,22,,,
6136,CIS32,CIP65,CIS32CIP65L1_R,4450 Rapid Run Rd,1,Reference,EcE,"Eden silty clay loam, 25 to 40 percent slopes.",169385,oh061,Surface,0,13,,,,,,,,,,,0.233,,,,,,,,,,31.8,22,,,
6139,CIS32,CIP66,CIS32CIP66L1_R,4450 Rapid Run Rd,1,Reference,EcE,"Eden silty clay loam, 25 to 40 percent slopes.",169385,oh061,Surface,0,13,,,,,,,,,,,0.233,,,,,,,,,,31.8,22,,,
6142,CIS33,CIP67,CIS33CIP67L1_R,4450 Rapid Run Rd,1,Reference,UAEXD,"Urban Land-Alfic Udarents-Eden complex, 12 to 25 percent slopes.",2652876,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,27.4,20.8,,,
6146,CIS33,CIP68,CIS33CIP68L1_R,4450 Rapid Run Rd,1,Reference,UAEXD,"Urban Land-Alfic Udarents-Eden complex, 12 to 25 percent slopes.",2652876,oh061,Surface,0,15,,,,,,,,,,,0.917,,,,,,,,,,27.4,20.8,,,
6150,TS1,TP1,TS1TP1L1_R,1134 S. 60th St,1,Reference,41A,Spanaway gravelly sandy loam,74706,wa653,Surface,0,36,,,,,,,,,,,2.8,,,,,,,,,,17.4,9.9,,,
6153,TS2,TP2,TS2TP2L1_R,1134 S. 60th St,1,Reference,19B,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",74665,wa653,Surface,0,18,,,,,,,,,,,1.4,,,,,,,,,,19.8,7.1,,,
6159,TS3,TP3,TS3TP3L1_R,1635 E. 59th St,1,Reference,1B,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",74670,wa653,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,18.5,11.5,,,
6165,TS4,TP4,TS4TP4L1_R,1635 E. 59th St,1,Reference,1B,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",74670,wa653,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,18.5,11.5,,,
6171,TS5,TP5,TS5TP5L1_R,1201 S Puget Sound Ave,1,Reference,1B,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",74670,wa653,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,18.5,11.5,,,
6177,TS6,TP6,TS6TP6L1_R,801 N Mason Ave,1,Reference,19B,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",74665,wa653,Surface,0,18,,,,,,,,,,,1.4,,,,,,,,,,19.8,7.1,,,
6183,TS7,TP7,TS7TP7L1_R,801 N Mason Ave,1,Reference,1B,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",74670,wa653,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,18.5,11.5,,,
6189,TS8,TS8,TS8TS8L1_R,S Tyler St,1,Reference,41A,Spanaway gravelly sandy loam,74706,wa653,Surface,0,36,,,,,,,,,,,2.8,,,,,,,,,,17.4,9.9,,,
6192,TS9,TP9,TS9TP9L1_R,4330 S. 66th St,1,Reference,41A,Spanaway gravelly sandy loam,74706,wa653,Surface,0,36,,,,,,,,,,,2.8,,,,,,,,,,17.4,9.9,,,
6195,TS10,TP10,TS10TP10L1_R,907 Upper Park St,1,Reference,13B,"Everett very gravelly sandy loam, 0 to 8 percent slopes",74652,wa653,Surface,0,3,,,,,,,,,,,37.3,,,,,,,,,,49.4,15.5,,,
6200,TS11,TP11,TS11TP11L1_R,907 Upper Park St,1,Reference,19B,"Kapowsin gravelly ashy loam, 0 to 6 percent slopes",74665,wa653,Surface,0,18,,,,,,,,,,,1.4,,,,,,,,,,19.8,7.1,,,
6206,TS12,TP12,TS12TP12L1_R,900 MLK Jr. Way,1,Reference,1B,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",74670,wa653,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,18.5,11.5,,,
6212,TS13,TP13,TS13TP13L1_R,N Proctor St,1,Reference,13C,"Everett very gravelly sandy loam, 8 to 15 percent slopes",74653,wa653,Surface,0,3,,,,,,,,,,,37.3,,,,,,,,,,49.4,15.5,,,
6217,TS14,TP14,TS14TP14L1_R,3100 N Proctor St,1,Reference,1C,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",74671,wa653,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,18.5,11.5,,,
6223,TS15,TP15,TS15TP15L1_R,3100 N Proctor St,1,Reference,1C,"Alderwood gravelly sandy loam, 8 to 15 percent slopes",74671,wa653,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,18.5,11.5,,,
6229,TS16,TP16,TS16TP16L1_R,Swan Creek,1,Reference,13B,"Everett very gravelly sandy loam, 0 to 8 percent slopes",74652,wa653,Surface,0,3,,,,,,,,,,,37.3,,,,,,,,,,49.4,15.5,,,
6234,TS17,TP17,TS17TP17L1_R,6100 N. 37th St,1,Reference,1B,"Alderwood gravelly sandy loam, 0 to 8 percent slopes",74670,wa653,Surface,0,18,,,,,,,,,,,2.8,,,,,,,,,,18.5,11.5,,,
6240,SANS1,SANP1,SANS1SANP1L1_R,Calle 14,1,Reference,Sm,Saladar muck,326711,pr686,Surface,0,130,,,,,,,,,,,0.09,,,,,,,,,,,,,,
6241,SANS2,SANP2,SANS2SANP2L1_R,Calle William,1,Reference,Sm,Saladar muck,326711,pr686,Surface,0,130,,,,,,,,,,,0.09,,,,,,,,,,,,,,
6242,SANS3,SANP3,SANS3SANP3L1_R,Calle del Pilar,1,Reference,Pn,Pinones silty clay,326929,pr689,Surface,0,10,,,,,,,,,,,0.06,,,,,,,,,,33.4,27.1,,,
6245,SANS4,SANP4,SANS4SANP4L1_R,Calle Principal,1,Reference,Mp,Martin Pena muck,326688,pr686,Surface,0,20,,,,,,,,,,,0.05,,,,,,,,,,,,,,
6248,SANS5,SANP5,SANS5SANP5L1_R,Calle Francia,1,Reference,Pn,Pinones silty clay,326929,pr689,Surface,0,10,,,,,,,,,,,0.06,,,,,,,,,,33.4,27.1,,,
6251,SANS6,SANP6,SANS6SANP6L1_R,Calle Paraguay,1,Reference,Vg,Vigia muck,326498,pr682,Surface,0,46,,,,,,,,,,,0.9,,,,,,,,,,,,,,
6253,SANS7,SANP7,SANS7SANP7L1_R,Calle C,1,Reference,Vg,Vigia muck,326498,pr682,Surface,0,46,,,,,,,,,,,0.9,,,,,,,,,,,,,,
6255,SANS8,SANP8,SANS8SANP8L1_R,Calle San Jose,1,Reference,Sm,Saladar muck,326711,pr686,Surface,0,130,,,,,,,,,,,0.09,,,,,,,,,,,,,,
6256,SANS9,SANP9,SANS9SANP9L1_R,PR 672,1,Reference,ByB,"Bayamon clay, 2 to 5 percent slopes",326399,pr682,Surface,0,14,,,,,,,,,,,0.7,,,,,,,,,,28,22.1,,,
6263,SANS9,SANP10,SANS9SANP10L1_R,PR 672,1,Reference,ByB,"Bayamon clay, 2 to 5 percent slopes",326399,pr682,Surface,0,14,,,,,,,,,,,0.7,,,,,,,,,,28,22.1,,,
6270,SANS9,SANP11,SANS9SANP11L1_R,PR 672,1,Reference,ByB,"Bayamon clay, 2 to 5 percent slopes",326399,pr682,Surface,0,14,,,,,,,,,,,0.7,,,,,,,,,,28,22.1,,,
6277,SANS10,SANP12,SANS10SANP12L1_R,Avenida Iturrigui,1,Reference,Bc,"Bajura clay, frequently flooded",326861,pr689,Surface,0,13,,,,,,,,,,,0.09,,,,,,,,,,46.4,29.6,,,
6279,SANS10,SANP13,SANS10SANP13L1_R,Avenida Iturrigui,1,Reference,Bc,"Bajura clay, frequently flooded",326861,pr689,Surface,0,13,,,,,,,,,,,0.09,,,,,,,,,,46.4,29.6,,,
